head	relation	tail
/m/01lyv	/music/genre/artists	/m/01k_n63
/m/06f41	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/06mkj
/m/01by1l	/award/award_category/winners./award/award_honor/award_winner	/m/02w4fkq
/m/01_rh4	/people/person/places_lived./people/place_lived/location	/m/0d6lp
/m/032md	/people/person/nationality	/m/0h7x
/m/06chf	/people/person/profession	/m/02pjxr
/m/0gr51	/award/award_category/winners./award/award_honor/ceremony	/m/073h5b
/m/08m4c8	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/018x3	/music/artist/track_contributions./music/track_contribution/role	/m/0l14qv
/m/018h2	/film/film_subject/films	/m/09v42sf
/m/0crc2cp	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d060g
/m/04913k	/sports/sports_team/colors	/m/019sc
/m/0f4x7	/award/award_category/nominees./award/award_nomination/nominated_for	/m/015whm
/m/02gd6x	/film/film/country	/m/0345h
/m/0cf8qb	/film/film/genre	/m/01jfsb
/m/026lg0s	/american_football/football_team/current_roster./sports/sports_team_roster/position	/m/05b3ts
/m/047q2k1	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0345h
/m/04zwc	/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	/m/0kz1h
/m/04mlmx	/people/person/gender	/m/02zsn
/m/0bynt	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0k6nt
/m/04q24zv	/film/film/genre	/m/06l3bl
/m/02r0csl	/award/award_category/nominees./award/award_nomination/nominated_for	/m/011yqc
/m/0bwfn	/education/educational_institution/students_graduates./education/education/student	/m/0h1p
/m/086hg9	/sports/sports_team/roster./american_football/football_roster_position/position	/m/047g8h
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/institution	/m/0gkkf
/m/015npr	/people/person/place_of_birth	/m/04vmp
/m/0fsb_6	/sports/sports_team/colors	/m/01g5v
/m/01by1l	/award/award_category/winners./award/award_honor/award_winner	/m/02qtywd
/m/04t36	/media_common/netflix_genre/titles	/m/0bmpm
/m/04n2r9h	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/025jfl
/m/023mdt	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/03f1zdw	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/03y_46
/m/01kjr0	/film/film/genre	/m/07s9rl0
/m/045c7b	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/m/0d060g
/m/0d075m	/government/political_party/politicians_in_this_party./government/political_party_tenure/politician	/m/042f1
/m/0q9zc	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/m/039cq4
/m/01c9jp	/award/award_category/winners./award/award_honor/award_winner	/m/07c0j
/m/02gdjb	/award/award_category/winners./award/award_honor/ceremony	/m/0gpjbt
/m/05pdh86	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0345h
/m/0345h	/location/location/contains	/m/016n7b
/m/01fc7p	/film/film_subject/films	/m/01znj1
/m/04fzk	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/0dvmd
/m/06q8hf	/people/person/employment_history./business/employment_tenure/company	/m/061dn_
/m/017j69	/education/educational_institution/students_graduates./education/education/student	/m/020_95
/m/01_x6v	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01mh8zn
/m/023r2x	/music/performance_role/track_performances./music/track_contribution/role	/m/018vs
/m/07s9rl0	/media_common/netflix_genre/titles	/m/0y_yw
/m/03n08b	/award/award_winner/awards_won./award/award_honor/award_winner	/m/06mmb
/m/01309x	/award/award_nominee/award_nominations./award/award_nomination/award	/m/04njml
/m/0345h	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/m/0d060g
/m/0249fn	/award/award_category/winners./award/award_honor/ceremony	/m/056878
/m/0bhtzw	/soccer/football_player/current_team./sports/sports_team_roster/team	/m/049dzz
/m/05y5fw	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/03772
/m/02kgb7	/award/award_category/winners./award/award_honor/award_winner	/m/05r5w
/m/077q8x	/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	/m/0prpt
/m/01gy7r	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/054krc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0kcn7
/m/07s9rl0	/media_common/netflix_genre/titles	/m/011ysn
/m/024qqx	/media_common/netflix_genre/titles	/m/07gp9
/m/0gyfp9c	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rj0
/m/05ywg	/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	/m/028kb
/m/061xq	/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season	/m/02h7s73
/m/02v49c	/people/person/nationality	/m/0d060g
/m/0b256b	/sports/sports_team/colors	/m/038hg
/m/02x4x18	/award/award_category/winners./award/award_honor/award_winner	/m/02x0dzw
/m/0pksh	/award/award_nominee/award_nominations./award/award_nomination/award	/m/09v8db5
/m/0dgpwnk	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03spz
/m/01w5m	/education/educational_institution/students_graduates./education/education/student	/m/04fhn_
/m/020_95	/award/award_winner/awards_won./award/award_honor/award_winner	/m/018yj6
/m/014j1m	/food/food/nutrients./food/nutrition_fact/nutrient	/m/025s0zp
/m/01w5m	/education/educational_institution/students_graduates./education/education/student	/m/05j0wc
/m/08cn4_	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/05krk	/organization/organization/headquarters./location/mailing_address/citytown	/m/01smm
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/03jb2n
/m/06rnl9	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03r1pr
/m/0fkx3	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/0165b
/m/047gn4y	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/015h31
/m/0kszw	/film/actor/film./film/performance/film	/m/043tvp3
/m/03n_7k	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0b6tzs
/m/0dlngsd	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0chghy
/m/01nds	/organization/organization/headquarters./location/mailing_address/citytown	/m/030qb3t
/m/01x209s	/people/person/gender	/m/02zsn
/m/03cl8lb	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0gj50
/m/05y5kf	/film/actor/film./film/performance/film	/m/01v1ln
/m/099t8j	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0gyfp9c
/m/0421v9q	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0h7x
/m/02rv_dz	/film/film/genre	/m/0219x_
/m/0c0nhgv	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rj0
/m/02k54	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/03spz
/m/08j7lh	/film/film/film_format	/m/0cj16
/m/0ggx5q	/music/genre/artists	/m/0c7ct
/m/0h0wd9	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/018rn4
/m/0gz6b6g	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/077qn
/m/026mfbr	/film/film/genre	/m/05p553
/m/0bz6l9	/time/event/instance_of_recurring_event	/m/0g_w
/m/0kszw	/film/actor/film./film/performance/film	/m/04t9c0
/m/0lk8j	/olympics/olympic_games/sports	/m/03hr1p
/m/0gwgn1k	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/04xrx	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01bgqh
/m/0377k9	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/03rj0
/m/0bx9y	/base/biblioness/bibs_location/state	/m/04rrd
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/02q3n9c
/m/07w21	/influence/influence_node/influenced_by	/m/081k8
/m/06ncr	/music/instrument/instrumentalists	/m/04mx7s
/m/04fzk	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/01wgxtl	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02f75t
/m/0mbql	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0jgd
/m/09wv__	/education/educational_institution/students_graduates./education/education/student	/m/039bp
/m/09jw2	/music/genre/artists	/m/01vw87c
/m/0l6wj	/people/person/religion	/m/0c8wxp
/m/07j8r	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0345h
/m/01w3v	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/037mh8
/m/016srn	/film/actor/film./film/performance/film	/m/01b195
/m/03ckfl9	/music/genre/artists	/m/01qqwp9
/m/044mrh	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03x22w
/m/02z7f3	/music/genre/artists	/m/01shhf
/m/01psyx	/people/cause_of_death/people	/m/0flpy
/m/02b0_m	/sports/sports_team/colors	/m/01g5v
/m/050_qx	/award/award_winner/awards_won./award/award_honor/award_winner	/m/01nfys
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/institution	/m/04chyn
/m/0gjm7	/people/profession/specialization_of	/m/09j9h
/m/018x3	/music/artist/track_contributions./music/track_contribution/role	/m/01vdm0
/m/07c2wt	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/01w_10	/people/person/employment_history./business/employment_tenure/company	/m/0gsgr
/m/05qd_	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/02_fz3
/m/05zr6wv	/award/award_category/nominees./award/award_nomination/nominated_for	/m/014_x2
/m/0hv27	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64
/m/02r5w9	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0bs5k8r
/m/01qd_r	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/01mkq
/m/054krc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0b2v79
/m/02c0mv	/people/person/profession	/m/03gjzk
/m/0l15bq	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0l14qv
/m/02h4rq6	/education/educational_degree/people_with_this_degree./education/education/institution	/m/05zjtn4
/m/0fw4v	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9
/m/0c5x_	/education/educational_institution/school_type	/m/01_9fk
/m/04jkpgv	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64
/m/01y20v	/organization/organization/headquarters./location/mailing_address/state_province_region	/m/03v0t
/m/015x74	/film/film/genre	/m/07s9rl0
/m/05bcl	/sports/sports_team_location/teams	/m/0272vm
/m/02lm0t	/people/person/profession	/m/01445t
/m/0qc7l	/base/biblioness/bibs_location/state	/m/0gyh
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/institution	/m/0c5x_
/m/051n13	/sports/sports_team/colors	/m/083jv
/m/0k7pf	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0144l1
/m/07gp9	/film/film/language	/m/06nm1
/m/033x5p	/organization/organization/headquarters./location/mailing_address/state_province_region	/m/01n7q
/m/0dq_5	/organization/role/leaders./organization/leadership/organization	/m/059wk
/m/0j6b5	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64
/m/02sjgpq	/education/educational_institution/students_graduates./education/education/student	/m/0c8br
/m/01fmz6	/award/award_winner/awards_won./award/award_honor/award_winner	/m/07hgkd
/m/0h1p	/people/person/profession	/m/02jknp
/m/01l2fn	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0jfx1
/m/010bxh	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9
/m/02vqsll	/film/film/production_companies	/m/04rtpt
/m/054knh	/award/award_category/winners./award/award_honor/ceremony	/m/05zksls
/m/02qmsr	/film/film/language	/m/06nm1
/m/03fnqj	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w
/m/05511w	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/09gdm7q	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/01x1fq	/people/person/places_lived./people/place_lived/location	/m/0cr3d
/m/03xq0f	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/0cz8mkh
/m/02fttd	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/02301	/education/educational_institution/campuses	/m/02301
/m/0h6r5	/film/film/genre	/m/01jfsb
/m/030wkp	/people/person/profession	/m/018gz8
/m/02jxsq	/award/award_nominee/award_nominations./award/award_nomination/award	/m/03rbj2
/m/01trf3	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/m/039cq4
/m/05f8c2	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/03d96s	/music/record_label/artist	/m/05mt_q
/m/0bksh	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0dvmd
/m/03h64	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	/m/02lpp7
/m/0y4f8	/music/genre/artists	/m/018gqj
/m/09s5q8	/education/educational_institution_campus/educational_institution	/m/09s5q8
/m/015_1q	/music/record_label/artist	/m/02pt7h_
/m/07wjk	/education/educational_institution/campuses	/m/07wjk
/m/01lnyf	/education/educational_institution/campuses	/m/01lnyf
/m/0m0jc	/music/genre/artists	/m/01v_pj6
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/05vjt6
/m/0d075m	/government/political_party/politicians_in_this_party./government/political_party_tenure/politician	/m/09bg4l
/m/021bmf	/music/performance_role/regular_performances./music/group_membership/role	/m/06ncr
/m/0lbj1	/music/artist/track_contributions./music/track_contribution/role	/m/01vj9c
/m/04lqvlr	/film/film/film_format	/m/0cj16
/m/03p41	/medicine/disease/notable_people_with_this_condition	/m/01w1ywm
/m/0d68qy	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/0h27vc
/m/0jkvj	/user/jg/default_domain/olympic_games/sports	/m/0d1tm
/m/017j69	/education/educational_institution/students_graduates./education/education/student	/m/073v6
/m/026hh0m	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/01vx2h
/m/01r0t_j	/influence/influence_node/influenced_by	/m/012vm6
/m/03bwzr4	/education/educational_degree/people_with_this_degree./education/education/institution	/m/0325dj
/m/083wr9	/film/actor/film./film/performance/film	/m/02rn00y
/m/05jm7	/people/person/profession	/m/02jknp
/m/017j6	/award/award_nominee/award_nominations./award/award_nomination/award	/m/023vrq
/m/05yjhm	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01yg9y
/m/0mbql	/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium	/m/02nxhr
/m/05lb87	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/07s95_l
/m/0kz2w	/education/educational_institution/colors	/m/083jv
/m/0sxfd	/award/award_winning_work/awards_won./award/award_honor/award	/m/02w_6xj
/m/0ktpx	/film/film/genre	/m/01jfsb
/m/07s95_l	/award/award_winner/awards_won./award/award_honor/award_winner	/m/06vsbt
/m/0fbtbt	/award/award_category/winners./award/award_honor/award_winner	/m/05cqhl
/m/0pd57	/film/film/production_companies	/m/016tw3
/m/0dg3n1	/location/location/contains	/m/02k54
/m/054knh	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0ckrnn
/m/06vsbt	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/027n4zv
/m/0m2wm	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/01pcrw
/m/0d1tm	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0chghy
/m/054krc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/011yqc
/m/016gkf	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0bdwqv
/m/0c0nhgv	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0345h
/m/08ns5s	/sports/sports_position/players./sports/sports_team_roster/team	/m/0g0z58
/m/0ds5_72	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/03mg5f
/m/01bgqh	/award/award_category/winners./award/award_honor/award_winner	/m/017vkx
/m/03rx9	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02664f
/m/033tf_	/people/ethnicity/people	/m/01_x6d
/m/02qjj7	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/01dw4q
/m/03yk8z	/people/person/gender	/m/02zsn
/m/0g1rw	/organization/organization/headquarters./location/mailing_address/state_province_region	/m/01n7q
/m/0b7t3p	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/m/0124k9
/m/0243cq	/film/film/genre	/m/0hcr
/m/02txdf	/education/educational_institution_campus/educational_institution	/m/02txdf
/m/06lj1m	/award/award_nominee/award_nominations./award/award_nomination/award	/m/09qj50
/m/02nygk	/influence/influence_node/influenced_by	/m/04lg6
/m/045hz5	/film/actor/film./film/performance/special_performance_type	/m/01pb34
/m/0l14qv	/music/performance_role/track_performances./music/track_contribution/role	/m/0l14md
/m/0prfz	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/01pcdn
/m/0g5qs2k	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/09pmkv
/m/034g2b	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0f7h2v
/m/0319l	/music/performance_role/regular_performances./music/group_membership/role	/m/0l14qv
/m/04135	/people/person/profession	/m/02jknp
/m/05ztrmj	/award/award_category/nominees./award/award_nomination/nominated_for	/m/06x43v
/m/03by7wc	/sports/sports_team/colors	/m/01g5v
/m/0g824	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01cky2
/m/025vldk	/award/award_winner/awards_won./award/award_honor/award_winner	/m/04gtdnh
/m/07yp0f	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0169dl
/m/064t9	/music/genre/artists	/m/04vrxh
/m/0bynt	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0jgd
/m/03x31g	/people/person/places_lived./people/place_lived/location	/m/09c6w
/m/0chghy	/location/location/contains	/m/01r9nk
/m/01tspc6	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02cgb8
/m/01wg6y	/people/person/profession	/m/0dz3r
/m/01bx35	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/01nz1q6
/m/02nvg1	/education/educational_institution_campus/educational_institution	/m/02nvg1
/m/0k9j_	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0f4x7
/m/09v42sf	/film/film/genre	/m/01jfsb
/m/01f1kd	/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal	/m/02lq67
/m/06pk8	/people/person/profession	/m/02jknp
/m/016sqs	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01l47f5
/m/015npr	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/021pqy
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/0ctwqs
/m/0420td	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/02b1ng	/sports/sports_team/sport	/m/02vx4
/m/0421v9q	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64
/m/0140g4	/film/film/production_companies	/m/017jv5
/m/04cxw5b	/sports/sports_team/colors	/m/0jc_p
/m/0crh5_f	/film/film/film_format	/m/0cj16
/m/02fgp0	/award/award_nominee/award_nominations./award/award_nomination/award	/m/054ks3
/m/02rrfzf	/film/film/edited_by	/m/04cy8rb
/m/086qd	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02f6ym
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/0c9cp0
/m/0hnjt	/people/person/profession	/m/02hv44_
/m/03f1zdw	/film/actor/film./film/performance/film	/m/0fgpvf
/m/01lj_c	/award/award_category/winners./award/award_honor/award_winner	/m/061dn_
/m/07s5fz	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/0bq0p9	/location/country/capital	/m/0cvw9
/m/09ntbc	/soccer/football_player/current_team./sports/sports_team_roster/team	/m/02q3n9c
/m/0pqc5	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/0ys4f
/m/028tv0	/music/performance_role/regular_performances./music/group_membership/group	/m/0ycp3
/m/0m0jc	/music/genre/artists	/m/0phx4
/m/0gq9h	/award/award_category/nominees./award/award_nomination/nominated_for	/m/011yr9
/m/040njc	/award/award_category/winners./award/award_honor/award_winner	/m/01t07j
/m/0gsgr	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category	/m/03w5xm
/m/025xt8y	/people/person/profession	/m/039v1
/m/01hrqc	/music/artist/contribution./music/recording_contribution/performance_role	/m/0l14qv
/m/011yqc	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06npd
/m/036jb	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/02qjv1p
/m/026y23w	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/02s6tk
/m/016tb7	/award/award_nominee/award_nominations./award/award_nomination/award	/m/09qj50
/m/09qwmm	/award/award_category/winners./award/award_honor/award_winner	/m/015q43
/m/01w3v	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/01r4k
/m/02822	/education/field_of_study/students_majoring./education/education/student	/m/01vwllw
/m/0dx8gj	/film/film/produced_by	/m/0h1p
/m/086qd	/influence/influence_node/influenced_by	/m/01vs_v8
/m/02gkzs	/government/legislative_session/members./government/government_position_held/legislative_sessions	/m/05l2z4
/m/0n228	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0mwjk
/m/0lyjf	/education/educational_institution/students_graduates./education/education/student	/m/04dyqk
/m/018ygt	/award/award_winner/awards_won./award/award_honor/award_winner	/m/01pj5q
/m/02x2gy0	/award/award_category/nominees./award/award_nomination/nominated_for	/m/019vhk
/m/049nq	/location/country/capital	/m/0k3p
/m/0hnjt	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0ddd9
/m/0d6lp	/location/location/contains	/m/07vfz
/m/0dc_ms	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rj0
/m/0pqc5	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/0cr3d
/m/07s9rl0	/media_common/netflix_genre/titles	/m/0gjk1d
/m/02r0csl	/award/award_category/nominees./award/award_nomination/nominated_for	/m/047wh1
/m/028hc2	/people/person/profession	/m/0nbcg
/m/0gvvf4j	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64
/m/07t58	/government/governmental_body/members./government/government_position_held/legislative_sessions	/m/03ww_x
/m/0cgwt8	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/0264v8r	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/05nrg	/location/location/contains	/m/0chgzm
/m/02qx69	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02x4x18
/m/03y5g8	/music/record_label/artist	/m/012vm6
/m/05_swj	/award/award_winner/awards_won./award/award_honor/award_winner	/m/07hgkd
/m/03rwng	/film/actor/film./film/performance/film	/m/0bs5f0b
/m/018vs	/music/instrument/instrumentalists	/m/01kx_81
/m/02s2wq	/people/person/places_lived./people/place_lived/location	/m/0ply0
/m/07v64s	/music/genre/artists	/m/0lzkm
/m/03ckfl9	/music/genre/artists	/m/01qmy04
/m/04b5n0	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/015npr	/people/person/religion	/m/0flw86
/m/0bsnm	/education/educational_institution/students_graduates./education/education/student	/m/03q43g
/m/03thw4	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/03v1xb
/m/06y_n	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/01_x6v
/m/0163v	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/07t21
/m/01p970	/music/instrument/family	/m/0l14md
/m/0hv27	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06mkj
/m/0xhtw	/music/genre/artists	/m/01vw87c
/m/050023	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0gj50
/m/0g5qs2k	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/07ylj
/m/09v51c2	/award/award_category/winners./award/award_honor/award_winner	/m/0pksh
/m/02yw1c	/music/genre/artists	/m/01shhf
/m/0m2gk	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0k3jc
/m/03fgm	/education/educational_institution/colors	/m/019sc
/m/05cgv	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	/m/02lpp7
/m/0l15bq	/music/performance_role/track_performances./music/track_contribution/role	/m/02sgy
/m/0dc95	/location/hud_county_place/place	/m/0dc95
/m/02fj8n	/film/film/executive_produced_by	/m/079vf
/m/05ch98	/film/film/produced_by	/m/06t8b
/m/0fbtbt	/award/award_category/nominees./award/award_nomination/nominated_for	/m/04p5cr
/m/01f492	/people/person/profession	/m/01445t
/m/0flw6	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02w9sd7
/m/07q1v4	/music/artist/track_contributions./music/track_contribution/role	/m/0319l
/m/07ghq	/film/film/genre	/m/06qln
/m/0dcz8_	/film/film/genre	/m/05p553
/m/08yx9q	/award/award_winner/awards_won./award/award_honor/award_winner	/m/034x61
/m/06nnj	/location/location/contains	/m/0fr_v
/m/02qvl7	/sports/sports_position/players./sports/sports_team_roster/team	/m/06x6s
/m/07sbbz2	/music/genre/artists	/m/01vtmw6
/m/0bksh	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/01y9jr
/m/027j9wd	/film/film/genre	/m/05p553
/m/0gj50	/award/award_winning_work/awards_won./award/award_honor/award	/m/02pzxlw
/m/0gg4h	/people/cause_of_death/people	/m/01t94_1
/m/027cyf7	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02r858_
/m/0249fn	/award/award_category/winners./award/award_honor/award_winner	/m/02qsjt
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/position	/m/02_j1w
/m/07s9rl0	/media_common/netflix_genre/titles	/m/0462hhb
/m/06rkfs	/education/educational_institution/students_graduates./education/education/student	/m/04hpck
/m/025v3k	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/04x_3
/m/0g55tzk	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/03yk8z
/m/051wwp	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gq9h
/m/05ljv7	/music/performance_role/track_performances./music/track_contribution/role	/m/01vj9c
/m/0dc_ms	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0345h
/m/02822	/education/field_of_study/students_majoring./education/education/student	/m/02p5hf
/m/02g5bf	/people/deceased_person/place_of_death	/m/04vmp
/m/018qb4	/user/jg/default_domain/olympic_games/sports	/m/04lgq
/m/0dwvl	/music/performance_role/regular_performances./music/group_membership/role	/m/042v_gx
/m/0btpx	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/05cx7x
/m/0d_wms	/film/film/genre	/m/0btmb
/m/023vrq	/award/award_category/winners./award/award_honor/ceremony	/m/01bx35
/m/048cl	/influence/influence_node/influenced_by	/m/081k8
/m/07s9rl0	/media_common/netflix_genre/titles	/m/09r94m
/m/02778tk	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02773nt
/m/08vr94	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/057176
/m/08ns5s	/sports/sports_position/players./sports/sports_team_roster/team	/m/02vklm3
/m/01vj9c	/music/performance_role/track_performances./music/track_contribution/role	/m/06ncr
/m/04nfpk	/sports/sports_position/players./sports/sports_team_roster/team	/m/026lg0s
/m/054krc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/04165w
